Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Rainfall_Condition,Temperature_Condition,Humidity_Condition,Climate_Extreme_Flag,Climate_Stress_Score,Climate_Stress_Level
960,Punjab,Jalandhar,2015,Zaid,Cotton,1519.44,18.6,36.4,Sandy,Drip,61.4,30.88,3701.26,2.25,33605.68,111549.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
969,Punjab,Jalandhar,2015,Zaid,Barley,1395.94,36.8,88.1,Black,Canal,438.67,15.04,4118.13,7.67,39077.94,297449.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
972,Punjab,Jalandhar,2015,Zaid,Barley,933.69,36.0,88.5,Red,Drip,407.5,30.74,766.99,8.05,12018.74,64912.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
982,Punjab,Bathinda,2015,Zaid,Sugarcane,1420.47,18.5,87.0,Red,Rain-fed,89.52,55.64,4029.29,6.52,57019.79,276768.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
991,Maharashtra,Pune,2015,Zaid,Pulses,2020.1,36.7,52.6,Sandy,Drip,192.83,57.7,759.01,7.48,64271.56,59436.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
996,Maharashtra,Pune,2015,Kharif,Wheat,2147.6,19.1,76.5,Black,Sprinkler,284.98,47.6,447.97,1.66,33926.71,7148.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
997,Maharashtra,Pune,2015,Rabi,Maize,1904.33,18.6,86.1,Laterite,Tube Well,341.47,23.25,561.39,4.15,49149.22,34605.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
1000,Maharashtra,Pune,2015,Kharif,Pulses,1092.56,18.6,84.8,Red,Canal,275.35,52.26,4782.99,2.58,44906.24,121154.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
1009,Maharashtra,Nashik,2015,Kharif,Wheat,481.42,25.6,84.5,Laterite,Drip,96.53,20.97,4531.54,6.02,60507.98,308467.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1027,Maharashtra,Nagpur,2015,Rabi,Rice,438.64,36.4,82.8,Alluvial,Rain-fed,182.6,9.95,4664.66,3.8,51409.97,311610.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1032,Maharashtra,Nagpur,2015,Rabi,Cotton,1680.53,37.0,39.6,Black,Sprinkler,291.13,48.96,178.18,7.7,34140.15,13294.999999999998,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
1033,Maharashtra,Nagpur,2015,Rabi,Cotton,2167.67,36.1,36.3,Alluvial,Rain-fed,177.43,14.18,3282.09,6.31,25945.01,371983.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
1051,Maharashtra,Aurangabad,2015,Rabi,Sugarcane,2100.24,31.8,85.1,Black,Drip,411.02,39.86,4519.02,4.68,26868.16,241259.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1062,Maharashtra,Aurangabad,2015,Kharif,Sugarcane,2109.94,37.1,42.6,Laterite,Sprinkler,177.78,26.31,3208.22,4.09,39043.09,142978.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1071,Maharashtra,Kolhapur,2015,Zaid,Maize,425.82,19.7,47.9,Black,Drip,397.92,36.89,2831.48,3.17,49252.47,114865.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1076,Maharashtra,Kolhapur,2015,Kharif,Pulses,2130.5,19.7,48.9,Red,Sprinkler,105.06,55.86,3262.77,4.49,40578.23,216867.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1084,Karnataka,Bengaluru,2015,Rabi,Wheat,2132.98,33.2,39.8,Red,Drip,150.86,10.06,1302.41,7.26,45458.84,84533.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1090,Karnataka,Bengaluru,2015,Kharif,Barley,520.49,19.7,83.3,Black,Canal,315.88,31.1,2584.86,2.98,61176.99,72217.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1103,Karnataka,Mysuru,2015,Kharif,Rice,740.07,36.7,86.0,Laterite,Tube Well,231.9,59.5,2959.56,3.22,42075.04,95221.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
1114,Karnataka,Mysuru,2015,Rabi,Sugarcane,561.95,36.3,40.1,Red,Drip,328.13,7.75,488.35,8.0,36014.34,42707.0,Lower relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
1120,Karnataka,Hubli,2015,Zaid,Millets,2131.79,36.9,54.5,Laterite,Drip,292.21,44.51,3771.78,6.69,39743.93,304736.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1130,Karnataka,Hubli,2015,Zaid,Rice,543.95,27.2,84.5,Red,Rain-fed,296.72,58.87,4267.91,8.18,25678.42,474297.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1149,Karnataka,Belagavi,2015,Zaid,Sugarcane,472.98,37.0,59.7,Laterite,Canal,208.79,28.65,4797.32,7.06,26502.64,546791.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1158,Karnataka,Mangalore,2015,Zaid,Wheat,2145.25,35.2,39.7,Red,Canal,387.21,37.71,2850.92,2.05,19195.83,75647.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1163,Karnataka,Mangalore,2015,Kharif,Cotton,580.78,26.1,86.2,Sandy,Canal,174.76,53.29,555.54,3.63,51278.0,18893.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1179,Tamil Nadu,Chennai,2015,Zaid,Rice,584.71,37.8,65.2,Laterite,Canal,337.37,17.14,1151.22,3.91,13940.64,36537.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1193,Tamil Nadu,Coimbatore,2015,Rabi,Millets,2115.56,20.0,78.1,Red,Tube Well,265.61,25.43,3958.58,6.66,44058.15,400531.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1197,Tamil Nadu,Coimbatore,2015,Rabi,Sugarcane,2183.2,25.4,37.7,Alluvial,Tube Well,174.05,14.36,2926.44,6.53,41284.8,160402.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1199,Tamil Nadu,Coimbatore,2015,Rabi,Rice,509.28,34.0,86.0,Red,Drip,396.1,18.9,2690.02,7.7,60507.45,318673.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1209,Tamil Nadu,Madurai,2015,Kharif,Barley,571.55,37.2,82.2,Alluvial,Sprinkler,361.57,44.62,2669.92,1.26,60310.08,33934.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1211,Tamil Nadu,Madurai,2015,Kharif,Rice,2128.66,36.2,85.4,Red,Sprinkler,402.91,42.41,2019.63,5.65,30327.01,192375.0,Higher relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
1239,Tamil Nadu,Salem,2015,Kharif,Wheat,2151.54,19.9,50.1,Black,Tube Well,447.97,18.01,1103.96,3.03,17385.62,42495.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1246,Tamil Nadu,Tiruchirappalli,2015,Zaid,Barley,2144.05,33.1,87.5,Alluvial,Drip,273.01,34.38,3441.12,2.92,45042.16,134831.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1249,Tamil Nadu,Tiruchirappalli,2015,Rabi,Millets,2132.37,33.0,37.0,Black,Sprinkler,311.93,10.04,4625.88,2.92,40830.35,168518.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1257,Tamil Nadu,Tiruchirappalli,2015,Rabi,Pulses,584.0,35.2,86.7,Sandy,Rain-fed,92.48,44.08,1909.23,1.39,46228.5,35002.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1266,Rajasthan,Jaipur,2015,Kharif,Barley,2173.69,18.5,86.3,Alluvial,Drip,52.5,7.17,864.12,3.44,45875.75,41210.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
1275,Rajasthan,Jaipur,2015,Kharif,Maize,2122.04,36.5,52.9,Laterite,Rain-fed,119.02,36.72,2877.69,5.69,51272.71,275339.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1285,Rajasthan,Jodhpur,2015,Kharif,Sugarcane,502.04,34.5,85.1,Black,Tube Well,280.62,59.57,504.97,6.21,38492.86,44175.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1295,Rajasthan,Jodhpur,2015,Rabi,Cotton,458.29,19.2,35.9,Red,Sprinkler,195.27,54.78,4787.29,5.32,52725.86,318730.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
1297,Rajasthan,Udaipur,2015,Rabi,Barley,404.92,18.9,38.3,Sandy,Drip,97.4,48.1,700.92,2.71,54723.13,29189.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
1300,Rajasthan,Udaipur,2015,Zaid,Pulses,543.47,19.0,82.9,Black,Canal,194.45,34.19,1450.18,3.39,54454.41,47931.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1304,Rajasthan,Udaipur,2015,Zaid,Pulses,1528.31,18.5,38.7,Red,Sprinkler,96.59,29.58,2479.7,4.61,60438.26,95721.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1305,Rajasthan,Udaipur,2015,Kharif,Sugarcane,1378.98,36.8,38.7,Alluvial,Rain-fed,335.96,46.65,4303.81,5.81,26286.48,200798.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
1309,Rajasthan,Udaipur,2015,Zaid,Cotton,1449.16,36.2,89.8,Black,Canal,228.43,5.81,3586.29,7.85,20752.56,346496.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
1314,Rajasthan,Udaipur,2015,Zaid,Maize,511.09,18.5,64.7,Alluvial,Rain-fed,217.52,22.61,3366.26,7.25,21530.99,241348.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1315,Rajasthan,Kota,2015,Rabi,Barley,564.71,31.0,39.6,Sandy,Sprinkler,113.13,54.0,3404.27,5.51,53947.55,262587.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1320,Rajasthan,Kota,2015,Zaid,Millets,420.91,29.2,40.6,Sandy,Drip,106.94,58.97,1842.3,6.75,55752.55,150051.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1324,Rajasthan,Kota,2015,Rabi,Maize,2165.82,18.9,49.0,Red,Tube Well,272.52,10.19,1729.01,7.26,13162.34,121205.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1327,Rajasthan,Kota,2015,Zaid,Maize,574.42,19.6,49.9,Laterite,Rain-fed,256.79,59.74,3957.66,7.33,44995.02,498710.00000000006,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1338,Rajasthan,Ajmer,2015,Zaid,Barley,2188.07,18.1,84.7,Black,Drip,264.74,10.96,2985.17,8.37,37503.62,323451.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
1340,Rajasthan,Ajmer,2015,Rabi,Barley,537.05,32.6,85.6,Sandy,Tube Well,71.39,34.08,1221.16,6.75,37372.26,84734.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1353,West Bengal,Kolkata,2015,Zaid,Millets,454.15,36.4,43.6,Black,Drip,402.63,16.55,944.77,7.53,60980.15,107543.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1359,West Bengal,Kolkata,2015,Kharif,Cotton,565.65,18.3,70.6,Red,Canal,416.46,21.45,524.05,1.86,56558.34,17478.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1381,West Bengal,Howrah,2015,Kharif,Maize,1712.54,18.2,36.9,Sandy,Canal,424.77,54.63,1690.31,1.51,45334.04,28318.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1382,West Bengal,Howrah,2015,Rabi,Sugarcane,579.51,19.7,40.5,Laterite,Tube Well,361.56,56.78,564.3,8.4,13012.12,53494.00000000001,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
1388,West Bengal,Darjeeling,2015,Zaid,Rice,405.41,25.0,86.6,Red,Sprinkler,401.31,28.56,2581.76,6.3,52296.81,140597.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1389,West Bengal,Darjeeling,2015,Rabi,Rice,2119.74,37.8,53.5,Sandy,Rain-fed,296.15,54.05,4803.24,3.82,52278.16,191489.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1390,West Bengal,Darjeeling,2015,Zaid,Maize,482.27,25.8,36.8,Alluvial,Canal,213.02,31.78,4708.79,1.3,13018.74,83937.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1419,West Bengal,Siliguri,2015,Rabi,Barley,450.38,37.6,49.7,Laterite,Sprinkler,395.43,47.81,2012.98,6.24,47782.39,163215.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1420,West Bengal,Siliguri,2015,Rabi,Cotton,1699.14,36.9,85.4,Laterite,Tube Well,184.2,15.97,4838.57,4.39,41908.84,380459.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
1421,West Bengal,Siliguri,2015,Zaid,Barley,2132.1,19.3,46.5,Red,Sprinkler,162.14,9.35,1781.96,3.9,40380.78,118718.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1446,Uttarakhand,Dehradun,2016,Rabi,Millets,572.97,32.6,39.9,Laterite,Sprinkler,172.99,56.74,2900.71,6.69,34789.81,338948.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1448,Uttarakhand,Dehradun,2016,Zaid,Barley,1614.91,18.6,87.8,Black,Sprinkler,328.18,58.01,2720.35,4.67,40868.92,146403.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
1451,Uttarakhand,Dehradun,2016,Rabi,Millets,412.4,19.0,42.7,Sandy,Tube Well,437.27,30.53,1600.23,5.18,52413.31,107462.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1452,Uttarakhand,Dehradun,2016,Kharif,Millets,2062.04,35.7,39.9,Alluvial,Tube Well,376.49,26.21,1803.04,6.24,13790.06,186530.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1460,Uttarakhand,Haridwar,2016,Rabi,Sugarcane,683.85,37.3,89.9,Red,Rain-fed,354.1,29.5,399.9,2.47,57602.33,15426.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
1464,Uttarakhand,Haridwar,2016,Rabi,Barley,2147.53,19.6,66.6,Laterite,Drip,137.36,8.78,3558.5,5.23,22025.09,278376.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1465,Uttarakhand,Haridwar,2016,Zaid,Rice,530.46,36.7,65.3,Black,Canal,69.22,16.26,4462.22,2.59,33591.97,200261.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1467,Uttarakhand,Haridwar,2016,Kharif,Wheat,458.81,33.8,89.4,Black,Canal,310.45,44.09,4496.21,5.35,26870.73,373633.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1504,Uttarakhand,Almora,2016,Zaid,Millets,1287.42,19.9,37.4,Alluvial,Rain-fed,352.21,44.78,4145.06,2.42,45644.62,173972.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1513,Uttarakhand,Pauri,2016,Rabi,Maize,2130.12,18.8,57.0,Sandy,Canal,271.15,54.6,188.58,5.17,26339.66,15927.000000000002,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1523,Uttarakhand,Pauri,2016,Kharif,Pulses,410.99,34.6,88.3,Alluvial,Drip,164.99,45.08,1168.99,2.41,55931.67,47879.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1535,Uttar Pradesh,Lucknow,2016,Zaid,Maize,571.36,19.7,67.7,Sandy,Rain-fed,315.43,20.98,1508.7,5.95,32662.71,137894.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1543,Uttar Pradesh,Lucknow,2016,Zaid,Rice,418.78,37.2,64.3,Laterite,Canal,391.13,59.16,1606.13,5.92,28702.9,87596.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1551,Uttar Pradesh,Kanpur,2016,Rabi,Wheat,2155.56,37.3,37.1,Black,Tube Well,317.71,35.08,763.31,8.35,12438.45,60085.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
1552,Uttar Pradesh,Kanpur,2016,Kharif,Maize,2080.53,28.2,40.6,Alluvial,Sprinkler,303.5,42.2,2321.11,5.06,42687.62,163485.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1566,Uttar Pradesh,Kanpur,2016,Zaid,Millets,561.06,33.1,36.9,Laterite,Canal,230.59,13.81,634.87,5.15,32175.76,27506.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
